DOI,publication_date,total_size_kb,num_files,bash,stata,julia,python,R,C,C++,Matlab,fortran,SAS,Java,SPSS,Mathematica,PHP,Scilab
10.7910/DVN/24827,2014-03-18,54.89,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7910/DVN/23958,2013-12-31,268.77,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7910/DVN/25505,2014-04-15,1982.55,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
10.7910/DVN/24789,2014-03-18,95.23,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7910/DVN/24975,2014-03-18,59.09,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7910/DVN/23818,2013-12-31,2278.67,10,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
10.7910/DVN/24914,2014-03-18,2628.38,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7910/DVN/24387,2014-01-27,138.57,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
10.7910/DVN/24800,2014-03-18,806.34,12,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7910/DVN/24128,2014-02-24,199.0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7910/DVN/25302,2014-03-31,3588.07,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10.7910/DVN/24591,2014-02-24,60.05,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7910/DVN/24220,2014-01-27,202122.2,63,0,2,0,0,24,0,0,0,0,0,0,0,0,0,0
10.7910/DVN/24724,2014-02-24,3743.62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7910/DVN/24859,2014-03-18,17.18,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7910/DVN/23851,2013-12-31,14790.52,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7910/DVN/24707,2014-02-24,87.07,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7910/DVN/22892,2013-11-11,59.59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7910/DVN/24937,2014-03-18,21460.64,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7910/DVN/23972,2013-12-31,22.86,4,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0
10.7910/DVN/25531,2014-06-24,44.23,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7910/DVN/25423,2014-04-17,62653.33,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7910/DVN/O7DDIN,2012-05-30,360.44,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7910/DVN/23454,2013-12-06,360.64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7910/DVN/24742,2014-02-24,411.18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7910/DVN/26544,2014-06-19,4149.07,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10.7910/DVN/24797,2014-03-18,47.22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7910/DVN/XDUWWY,2013-09-05,33607.35,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7910/DVN/29375,2015-03-17,14472.36,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7910/DVN/29243,2015-03-04,436.57,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7910/DVN/28856,2015-03-02,1705486.62,33,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7910/DVN/29242,2015-02-26,14.12,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7910/DVN/29129,2015-02-15,63.2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7910/DVN/29080,2015-02-12,4594.98,5,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
10.7910/DVN/29098,2015-02-11,2668.16,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10.7910/DVN/28870,2015-02-06,371.29,11,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
10.7910/DVN/28750,2015-02-03,2742.06,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7910/DVN/28640,2015-01-19,17704.82,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7910/DVN/28582,2015-01-06,3.94,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10.7910/DVN/27191,2014-08-26,395.77,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7910/DVN/25582,2014-04-24,1470.98,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7910/DVN/OIHHPE,2012-04-04,2327.26,8,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
10.7910/DVN/EWG77Q,2013-08-26,542004.11,15,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
